date,grade,confidence,color,aroma,age,quantity_kg,quantity_multiplier,market_price,rainfall_mm,rainfall_impact,season,exchange_rate,actual_price
07/08/2024,Fanning1,0.96,1,1,0.5,903,1.024,1113.74,184.2,1,Peak,305.82,1028.83
07/08/2024,BOPF,0.87,1,0.5,0.5,2907,0.987,1278.29,191.6,1,Peak,303.08,1103.93
07/08/2024,Dust1,0.94,1,1,0.5,6022,0.918,1036.74,193.2,1,Peak,302.43,872.96
07/08/2024,Fanning1,0.82,0.5,0,0.5,1645,0.99,1143.74,188.3,1,Peak,305.66,884.22
08/08/2024,BOP,0.9,1,0,1,677,1.014,1172.62,186.5,1,Peak,304.79,1039.4
08/08/2024,BOPF,0.88,1,1,0.5,3485,0.979,1248.29,175.2,1,Peak,303.46,1141.02
08/08/2024,Dust,0.88,1,1,0,2404,0.996,1040.52,189,1,Peak,303.73,893.56
09/08/2024,BOPF,0.9,1,1,1,4475,0.959,1278.29,194.2,1,Peak,305.43,1193.84
09/08/2024,BOPF,0.95,1,0.5,0.5,6475,0.928,1298.29,178.3,1,Peak,303.03,1038.44
09/08/2024,Fanning1,0.85,1,0.5,1,7757,0.924,1133.74,192.3,1,Peak,303.79,957.88
09/08/2024,BOPF,0.96,0.5,0,0.5,423,1.038,1228.29,184.3,1,Peak,303.25,1009.2
10/08/2024,Dust1,0.86,1,0.5,0.5,4977,0.955,1036.74,187.1,1,Peak,302.09,866.2
10/08/2024,Pekoe,0.94,1,1,1,132,1.031,1185.07,193.8,1,Peak,304.1,1157.59
12/08/2024,BOP,0.92,0.5,1,1,645,1.016,1192.62,187.4,1,Peak,302.11,1114.07
12/08/2024,Dust1,0.89,0.5,0,0,7857,0.909,1016.74,181.5,1,Peak,303.83,698.49
12/08/2024,Pekoe,0.92,1,1,0,1183,0.988,1145.07,183.7,1,Peak,303.21,991.55
12/08/2024,Dust,0.87,1,0.5,0.5,1613,0.992,1060.52,192,1,Peak,302.03,913.32
13/08/2024,Dust1,0.86,0.5,0.5,0.5,634,1.015,1036.74,186.2,1,Peak,305.64,877.9
14/08/2024,Pekoe,0.91,1,1,1,3226,0.969,1165.07,180.7,1,Peak,304.8,1072.16
14/08/2024,Fanning1,0.82,0,1,1,466,1.038,1113.74,178,1,Peak,302.87,1012.59
14/08/2024,Dust,0.89,0.5,1,1,5292,0.924,990.52,185,1,Peak,305.58,831.29
15/08/2024,Pekoe,0.86,0.5,1,0,5384,0.933,1145.07,175.3,1,Peak,303.89,881.74
15/08/2024,Pekoe,0.94,0.5,0.5,1,2307,0.998,1215.07,181.5,1,Peak,304.67,1050.32
15/08/2024,BOP,0.85,1,1,1,4190,0.971,1192.62,183.7,1,Peak,303.49,1095.08
16/08/2024,Fanning1,0.87,0,0.5,1,7872,0.94,1073.74,176.8,1,Peak,303.95,837.3
19/08/2024,Dust,0.95,1,1,0,293,1.054,1030.52,187.9,1,Peak,304.24,945.72
20/08/2024,Fanning1,0.88,0.5,1,0,4087,0.959,1093.74,186.3,1,Peak,304.17,875.88
20/08/2024,Pekoe,0.85,1,0.5,0,7696,0.941,1145.07,185.1,1,Peak,304.1,894.37
21/08/2024,Dust,0.89,1,1,0,522,1.026,990.52,187.3,1,Peak,302.43,872.97
21/08/2024,Dust1,0.93,1,0.5,0.5,125,1.031,966.74,187.8,1,Peak,304.62,876.31
21/08/2024,Pekoe,0.83,1,0,0.5,2450,0.991,1205.07,184.4,1,Peak,302.28,999.57
21/08/2024,BOP,0.84,1,1,1,836,1.017,1242.62,194.2,1,Peak,303.66,1207.53
22/08/2024,Dust1,0.93,1,1,1,705,1.016,1016.74,182.2,1,Peak,303.77,980.68
22/08/2024,Dust,0.96,1,0.5,0,811,1.011,1040.52,194.8,1,Peak,305.7,882.91
22/08/2024,Dust1,0.82,1,1,1,2823,1,966.74,183.9,1,Peak,305.42,928.81
22/08/2024,Dust,0.97,1,0.5,0,548,1.004,1010.52,188.8,1,Peak,305.56,834.88
23/08/2024,Fanning1,0.88,0,0.5,0,6999,0.941,1053.74,181,1,Peak,304.38,744.46
23/08/2024,BOP,0.94,0,1,0.5,5928,0.946,1252.62,186.5,1,Peak,305.11,977.84
25/08/2024,Fanning1,0.91,1,0.5,1,6825,0.929,1053.74,175.8,1,Peak,302.89,889.78
25/08/2024,BOP,0.9,0.5,0.5,0.5,704,1.023,1232.62,177.6,1,Peak,304.24,1048.76
26/08/2024,Fanning1,0.98,1,1,0.5,497,1.036,1113.74,178.9,1,Peak,303.69,1047.54
26/08/2024,BOP,0.94,1,1,0.5,574,1.021,1192.62,186.9,1,Peak,305.03,1102
26/08/2024,Fanning1,0.97,0.5,0.5,1,3227,0.964,1093.74,176.1,1,Peak,302.84,910.94
26/08/2024,Dust,0.91,0.5,0,0,7387,0.902,990.52,185.5,1,Peak,302.24,670.35
26/08/2024,Dust1,0.92,1,1,0.5,439,1.031,1036.74,180.4,1,Peak,305.53,986.44
26/08/2024,Pekoe,0.84,1,0.5,0,6875,0.946,1125.07,185.2,1,Peak,302.16,878.62
26/08/2024,Pekoe,0.85,1,1,0,2026,0.998,1215.07,184.8,1,Peak,305.96,1067.29
27/08/2024,Dust,0.96,0.5,1,0.5,991,1.013,1040.52,179.5,1,Peak,302.61,927.94
27/08/2024,Fanning1,0.84,0.5,0.5,0,7820,0.945,1113.74,181.6,1,Peak,305.98,821.63
27/08/2024,BOPF,0.87,1,0,1,194,1.068,1268.29,193.7,1,Peak,305.84,1185.09
28/08/2024,Pekoe,0.97,1,0.5,1,7506,0.913,1195.07,191.4,1,Peak,304.45,989.53
28/08/2024,BOP,0.93,1,0.5,0,3765,0.965,1192.62,175.5,1,Peak,302.66,950.82
29/08/2024,Dust,0.97,1,0.5,1,6799,0.924,1010.52,194.4,1,Peak,305.47,851.34
29/08/2024,Fanning1,0.94,1,1,0,480,1.056,1113.74,190.5,1,Peak,303.83,1033.89
29/08/2024,Fanning1,0.88,0.5,0.5,0,2971,0.989,1093.74,179.9,1,Peak,305.09,843.02
29/08/2024,BOP,0.93,0,1,0,546,1.023,1252.62,180.9,1,Peak,304.19,1004.69
30/08/2024,Dust1,0.91,0.5,1,0.5,628,1.022,946.74,175.5,1,Peak,302.36,845.5
30/08/2024,Pekoe,0.88,0.5,0.5,1,1779,0.991,1205.07,176.7,1,Peak,305.45,1030.8
30/08/2024,BOP,0.89,1,0.5,0.5,820,1,1262.62,190.4,1,Peak,303.01,1107.69
30/08/2024,BOP,0.92,1,1,0,5325,0.93,1192.62,185.9,1,Peak,305.53,968.33
31/08/2024,BOPF,0.83,1,0.5,1,7367,0.915,1208.29,191.4,1,Peak,302.2,1030.7
31/08/2024,Fanning1,0.93,0.5,0.5,0,1932,0.999,1053.74,188.4,1,Peak,305.07,837.68
02/09/2024,Dust1,0.95,1,0.5,1,3674,0.966,1026.74,206.4,1,Normal,302.84,901.36
05/09/2024,Fanning1,0.98,0.5,0.5,0,2246,0.991,1123.74,209.6,1,Normal,303.42,872.46
05/09/2024,Pekoe,0.9,0,0,1,462,1.053,1215.07,200.4,1,Normal,302.47,1010.34
07/09/2024,Dust1,0.83,0.5,0,1,1412,0.996,986.74,210,1,Normal,303.2,817.03
08/09/2024,Dust,0.87,0.5,0.5,1,4707,0.977,1060.52,192.3,1,Normal,302.14,889.19
11/09/2024,Fanning1,0.96,0.5,0,0,2067,0.991,1053.74,199.2,1,Normal,302.83,781.99
12/09/2024,Dust,0.83,1,0,0.5,5679,0.93,990.52,207.8,1,Normal,304.38,766.88
12/09/2024,Dust,0.93,1,1,1,731,1.016,990.52,204.1,1,Normal,302.45,962.88
12/09/2024,Dust1,0.9,0.5,0,1,8000,0.916,986.74,208.3,1,Normal,302.57,753.54
13/09/2024,Pekoe,0.98,1,1,0.5,2069,0.999,1205.07,208.8,1,Normal,305.39,1090.05
16/09/2024,BOP,0.9,0.5,0.5,0,2308,0.984,1212.62,207.8,1,Normal,303.11,932.7
17/09/2024,BOPF,0.85,1,0,0,6434,0.916,1228.29,192.4,1,Normal,305.77,883.79
17/09/2024,Dust,0.92,0.5,0.5,1,114,1.049,970.52,193.4,1,Normal,303.71,884.04
18/09/2024,Pekoe,0.93,0.5,0.5,1,465,1.079,1215.07,201.9,1,Normal,305.06,1126.33
18/09/2024,Pekoe,0.89,0.5,0.5,0,738,1.026,1195.07,206,1,Normal,303.03,952.22
18/09/2024,Dust,0.95,0,0.5,1,3719,0.975,1010.52,208.3,1,Normal,305.07,804.41
19/09/2024,Pekoe,0.95,0.5,0.5,0.5,736,1.019,1195.07,192.1,1,Normal,302.64,993.64
19/09/2024,Pekoe,0.91,0.5,0.5,0.5,378,1.067,1205.07,194.2,1,Normal,304.3,1062.87
20/09/2024,Fanning1,0.84,0.5,0.5,0.5,4403,0.96,1133.74,199.3,1,Normal,304.64,904.44
20/09/2024,Pekoe,0.95,0.5,0.5,0.5,4260,0.956,1205.07,207.7,1,Normal,305.51,956.95
20/09/2024,Dust1,0.93,0,0,0,2045,0.981,1016.74,203.6,1,Normal,305.87,698.88
22/09/2024,BOP,0.96,0,1,0,3651,0.962,1232.62,209.6,1,Normal,304.18,928.75
22/09/2024,Dust1,0.95,0.5,0.5,0.5,443,1.037,1006.74,193.8,1,Normal,304.63,853.68
22/09/2024,Dust1,0.96,0,0.5,0.5,6737,0.941,1006.74,192.7,1,Normal,303.42,743.9
24/09/2024,Pekoe,0.86,0.5,0.5,0,3077,0.971,1125.07,201.6,1,Normal,304.32,846.75
24/09/2024,Fanning1,0.98,0,0.5,0.5,364,1.042,1133.74,204.6,1,Normal,304.97,916.59
24/09/2024,Fanning1,0.87,1,0.5,1,6921,0.937,1113.74,202.7,1,Normal,303.41,943.55
25/09/2024,Pekoe,0.97,0.5,0.5,0,531,1.017,1205.07,193.4,1,Normal,305.96,964.01
27/09/2024,BOP,0.84,1,0.5,0.5,167,1.067,1242.62,195.7,1,Normal,302.7,1140.83
27/09/2024,BOPF,0.86,0.5,0.5,0,5594,0.947,1228.29,198.9,1,Normal,305.35,909.4
28/09/2024,Pekoe,0.89,0.5,1,0,276,1.038,1185.07,197.7,1,Normal,303.9,1025.81
29/09/2024,BOPF,0.88,0.5,0.5,1,3024,0.961,1248.29,208.4,1,Normal,305.85,1029.65
30/09/2024,Pekoe,0.88,0,0.5,0,1553,0.993,1185.07,208.4,1,Normal,303.84,866.97
01/10/2024,BOPF,0.9,0.5,0,0.5,380,1.051,1278.29,298.6,1,Normal,302.42,1044.84
01/10/2024,BOPF,0.83,0.5,1,0,436,1.065,1208.29,279.2,1,Normal,302.35,1059.09
02/10/2024,Pekoe,0.91,0,0,0,194,1.062,1165.07,303.2,1,Normal,305.08,870.57
03/10/2024,Dust,0.85,1,0.5,0.5,670,1.013,1030.52,303.5,1,Normal,305.92,901.78
03/10/2024,BOP,0.84,0.5,1,0,154,1.032,1172.62,297.3,1,Normal,304.29,996.16
03/10/2024,BOPF,0.92,1,1,0.5,6602,0.9,1288.29,309.8,1,Normal,305.76,1083.5
03/10/2024,BOP,0.91,1,0,0.5,2096,0.994,1232.62,307.2,1,Normal,302.22,1014.95
07/10/2024,Dust,0.83,0.5,0.5,0,590,1.009,1030.52,283.3,1,Normal,305.59,811.41
07/10/2024,Pekoe,0.89,1,1,1,468,1.07,1205.07,269.2,1,Normal,303.23,1232.49
07/10/2024,BOP,0.83,1,0.5,1,7678,0.923,1252.62,287.5,1,Normal,305.48,1056
08/10/2024,BOP,0.83,1,0.5,0.5,523,1,1252.62,276.6,1,Normal,302.2,1092.4
08/10/2024,BOPF,0.95,1,0,1,354,1.07,1268.29,287.8,1,Normal,303.35,1182.84
09/10/2024,BOP,0.98,0.5,1,1,491,1.036,1192.62,285.1,1,Normal,305.03,1118.4
09/10/2024,BOPF,0.97,1,1,0,3323,0.952,1208.29,273.3,1,Normal,302.72,999.87
10/10/2024,Dust1,0.93,0.5,0.5,1,3554,0.962,966.74,309.3,1,Normal,304.44,797.73
10/10/2024,BOP,0.92,0.5,0.5,1,385,1.061,1262.62,290,1,Normal,305.04,1154.34
11/10/2024,Pekoe,0.85,1,1,1,4866,0.955,1205.07,303.5,1,Normal,305.69,1089.4
14/10/2024,Dust,0.87,0,0.5,1,879,1.005,970.52,275.5,1,Normal,303.94,813.14
14/10/2024,Fanning1,0.91,0.5,0.5,0.5,217,1.042,1113.74,301.1,1,Normal,305.48,950.34
14/10/2024,Dust1,0.83,0.5,1,0,3764,0.972,1026.74,288.5,1,Normal,303.43,818.49
15/10/2024,Fanning1,0.83,1,0,0.5,2557,0.992,1143.74,266.6,1,Normal,305.18,946.88
15/10/2024,Fanning1,0.96,1,0,0.5,1969,0.98,1113.74,293.9,1,Normal,304.94,896.02
15/10/2024,Fanning1,0.97,0,0,0.5,122,1.051,1113.74,294,1,Normal,303.92,876.71
16/10/2024,BOPF,0.83,0.5,0.5,0.5,211,1.031,1288.29,287.6,1,Normal,303.22,1104.54
16/10/2024,BOP,0.98,0.5,1,0,4784,0.971,1172.62,302.4,1,Normal,305.44,947.97
16/10/2024,BOP,0.87,0.5,0.5,0,377,1.061,1212.62,281.6,1,Normal,304.94,1017.39
17/10/2024,BOP,0.84,0.5,0.5,0.5,287,1.058,1262.62,298.7,1,Normal,302.82,1096.93
18/10/2024,Dust1,0.94,0.5,0,0,2525,0.987,986.74,270.7,1,Normal,304.01,711.45
18/10/2024,Dust1,0.9,0.5,1,0,4091,0.969,1036.74,283.6,1,Normal,304.69,840.32
18/10/2024,BOPF,0.96,0.5,1,1,990,1.008,1288.29,309.2,1,Normal,302.59,1207.02
20/10/2024,BOP,0.87,0,0.5,1,342,1.045,1172.62,312.6,1,Normal,302.09,1019.07
21/10/2024,Dust,0.89,0.5,0.5,0.5,7171,0.922,1010.52,291,1,Normal,304.27,764.92
22/10/2024,BOPF,0.9,0,0.5,1,5681,0.946,1288.29,304.5,1,Normal,304.14,997.03
22/10/2024,Pekoe,0.95,1,1,0.5,564,1.006,1205.07,300.4,1,Normal,302.14,1096.91
22/10/2024,Fanning1,0.98,0.5,1,1,4573,0.978,1073.74,283.6,1,Normal,302.02,965.39
23/10/2024,Pekoe,0.87,0,0,0,4157,0.96,1125.07,281.6,1,Normal,304.93,748.38
24/10/2024,Dust,0.82,0.5,1,0.5,667,1.018,990.52,292.5,1,Normal,305.13,866.72
24/10/2024,Dust1,0.93,0,0,0.5,7478,0.947,1026.74,269.2,1,Normal,303.44,728.97
25/10/2024,Dust,0.82,0.5,0.5,0.5,4490,0.974,1010.52,283.5,1,Normal,302.66,821.93
25/10/2024,Dust1,0.84,0.5,1,1,255,1.077,1016.74,301.4,1,Normal,305.02,991.26
27/10/2024,Dust1,0.85,0.5,0.5,1,6185,0.925,1036.74,310.7,1,Normal,305.3,826.65
27/10/2024,Dust1,0.86,0.5,1,0.5,2303,0.988,1006.74,293,1,Normal,305.63,851.35
27/10/2024,Dust1,0.98,1,0.5,0,4778,0.979,1036.74,303.2,1,Normal,302.48,839.2
28/10/2024,BOPF,0.91,1,0.5,0,1334,0.988,1248.29,307.3,1,Normal,302.19,1020.46
28/10/2024,BOPF,0.94,1,1,1,2786,0.985,1288.29,268.8,1,Normal,304.75,1243.06
28/10/2024,BOP,0.84,1,0.5,0.5,971,1.005,1192.62,306.2,1,Normal,305.33,1040.54
28/10/2024,Fanning1,0.96,0.5,0.5,1,735,1.028,1113.74,299.5,1,Normal,303.39,983.63
29/10/2024,Fanning1,0.9,0,1,0.5,881,1.026,1073.74,287.1,1,Normal,304.75,901.2
29/10/2024,Dust1,0.93,0.5,1,0.5,487,1.07,1016.74,314.1,1,Normal,304.37,952.24
30/10/2024,Dust,0.93,0.5,0.5,0,2845,0.981,990.52,267.2,1,Normal,305.38,772.5
31/10/2024,BOPF,0.96,0.5,0.5,0,391,1.056,1288.29,282.4,1,Normal,302.77,1074.95
01/11/2024,Pekoe,0.84,1,0.5,0,4207,0.97,1125.07,276.9,1,Normal,302.72,897.15
02/11/2024,BOPF,0.89,0.5,0.5,0.5,1278,0.991,1208.29,260.7,1,Normal,302.33,985.01
04/11/2024,Pekoe,0.87,0,0.5,0,308,1.075,1215.07,272.8,1,Normal,303.9,961.2
04/11/2024,Dust1,0.93,0.5,0.5,0,6640,0.949,1026.74,299.9,1,Normal,305.7,753.7
04/11/2024,Dust,0.85,0,0.5,1,7922,0.93,1060.52,298.8,1,Normal,305.16,811.3
05/11/2024,Fanning1,0.97,0,0.5,1,3250,0.965,1133.74,273.8,1,Normal,305.77,907.26
06/11/2024,Dust1,0.93,0,0.5,0,267,1.068,1026.74,291.5,1,Normal,305.01,820.9
06/11/2024,Pekoe,0.9,0.5,0.5,0,4564,0.976,1125.07,260.1,1,Normal,303.53,857.02
06/11/2024,BOP,0.85,0.5,0.5,0,3275,0.965,1172.62,273,1,Normal,304.28,887.27
08/11/2024,Dust1,0.9,0,0.5,0.5,6547,0.934,1036.74,277,1,Normal,305.91,746.76
08/11/2024,Dust,0.88,0.5,1,0,1199,0.988,970.52,252.3,1,Normal,304.64,794.31
08/11/2024,Pekoe,0.83,0.5,0.5,1,3943,0.967,1185.07,279.6,1,Normal,303.07,995.62
12/11/2024,Dust1,0.91,0.5,1,0.5,3421,0.965,1036.74,299.3,1,Normal,304.67,861.63
12/11/2024,BOPF,0.9,0,0.5,0,6217,0.92,1228.29,298.5,1,Normal,304.5,844.41
12/11/2024,Fanning1,0.87,1,0,0.5,1711,0.99,1093.74,278.9,1,Normal,303.73,886.19
13/11/2024,Fanning1,0.9,0.5,0.5,1,5764,0.925,1133.74,270.1,1,Normal,305.85,908.62
13/11/2024,Fanning1,0.95,0,0,0,1122,0.989,1073.74,296.9,1,Normal,302.6,738.96
13/11/2024,Dust,0.96,0,0.5,0.5,1587,0.994,990.52,271.8,1,Normal,303.62,762.8
13/11/2024,Dust,0.89,0.5,0.5,0,118,1.043,1060.52,262.3,1,Normal,303.11,869.83
14/11/2024,Pekoe,0.9,1,0,1,4775,0.977,1205.07,252.1,1,Normal,304.63,1029.91
14/11/2024,BOPF,0.86,0.5,0.5,1,2697,0.99,1208.29,286.2,1,Normal,302.95,1042.92
16/11/2024,Fanning1,0.94,0,0.5,0.5,1218,0.989,1093.74,266.5,1,Normal,305.45,847.03
20/11/2024,BOP,0.87,0.5,0.5,0.5,1973,0.98,1242.62,285,1,Normal,302.14,1012.61
20/11/2024,Pekoe,0.86,0.5,0.5,0,5499,0.943,1215.07,252.7,1,Normal,303.77,907.71
21/11/2024,Dust,0.87,0,0.5,0.5,2823,0.998,1060.52,296.4,1,Normal,304.58,823.89
21/11/2024,Dust1,0.9,0.5,0,0,948,1.021,1016.74,254,1,Normal,302.27,775.03
21/11/2024,Dust,0.89,1,1,0,822,1,990.52,277.4,1,Normal,304.51,848.1
22/11/2024,Fanning1,0.93,0.5,0.5,1,4623,0.964,1133.74,257.9,1,Normal,302.53,948.88
22/11/2024,Dust,0.85,0.5,1,0.5,5094,0.932,1050.52,266.4,1,Normal,302.91,847.01
25/11/2024,BOPF,0.83,0.5,0.5,1,145,1.031,1278.29,263.1,1,Normal,303.74,1141.75
25/11/2024,BOP,0.86,1,0,0.5,3782,0.976,1242.62,283.7,1,Normal,302.86,1006.29
27/11/2024,BOPF,0.89,1,1,0.5,1923,0.992,1288.29,259.5,1,Normal,303.83,1185.05
27/11/2024,Pekoe,0.88,1,0.5,0.5,5390,0.903,1165.07,266.2,1,Normal,305.72,908.21
27/11/2024,Pekoe,0.97,0.5,0.5,1,2033,1,1205.07,280.3,1,Normal,303.48,1046.35
27/11/2024,Dust,0.85,0.5,0.5,0.5,4454,0.954,970.52,279,1,Normal,303.25,764.81
28/11/2024,Dust,0.94,0,1,0.5,6080,0.916,990.52,298.7,1,Normal,303.26,755.37
29/11/2024,Pekoe,0.92,0.5,1,1,593,1.021,1185.07,257.6,1,Normal,302.46,1099.86
02/12/2024,Pekoe,0.91,0.5,1,0,1715,0.984,1145.07,193.8,1,Normal,305,931.45
02/12/2024,BOPF,0.91,0,0.5,0,3157,0.97,1248.29,198.3,1,Normal,302.1,902.86
02/12/2024,Fanning1,0.97,1,0.5,1,4449,0.964,1093.74,192.9,1,Normal,304.38,967.52
03/12/2024,Dust1,0.87,0.5,0.5,0,2767,0.986,946.74,198.1,1,Normal,304.98,734.12
04/12/2024,Dust,0.85,0,0,1,3333,0.959,1060.52,186.9,1,Normal,305.82,790.82
04/12/2024,Pekoe,0.95,0.5,0.5,1,6505,0.91,1185.07,201,1,Normal,305.54,936.12
05/12/2024,Dust1,0.95,0.5,0.5,0.5,520,1.019,1026.74,193.5,1,Normal,302.62,866.45
05/12/2024,Dust,0.89,1,0,0.5,565,1.016,1010.52,195.5,1,Normal,304.27,856.83
06/12/2024,Fanning1,0.89,1,0.5,0,5334,0.901,1133.74,195.3,1,Normal,304.65,834.25
06/12/2024,BOP,0.89,0.5,0.5,0,2372,0.987,1262.62,192.9,1,Normal,305.24,965.2
09/12/2024,Dust,0.96,1,0.5,1,3351,0.964,1030.52,204.6,1,Normal,305.48,905.58
09/12/2024,Fanning1,0.95,0.5,0.5,0,702,1.004,1073.74,194.7,1,Normal,302.45,854.56
10/12/2024,BOPF,0.9,1,1,0,597,1.014,1208.29,202.2,1,Normal,302.47,1068.58
11/12/2024,Dust1,0.9,0,0.5,1,250,1.047,946.74,193.9,1,Normal,304.52,829.43
12/12/2024,Pekoe,0.91,0.5,0,1,7420,0.947,1215.07,202,1,Normal,305.47,937.94
12/12/2024,Fanning1,0.87,1,0,0.5,2013,0.989,1113.74,185.4,1,Normal,302.08,900.62
13/12/2024,BOPF,0.9,0.5,0.5,0,3268,0.979,1298.29,191.9,1,Normal,305.76,992.53
13/12/2024,BOPF,0.92,1,0.5,0,5640,0.925,1298.29,194.4,1,Normal,303.66,986.7
13/12/2024,BOP,0.98,0.5,1,0,181,1.07,1212.62,189.2,1,Normal,303.72,1061.87
17/12/2024,Dust,0.98,0.5,0.5,0,7826,0.93,970.52,189.5,1,Normal,304.83,706.45
18/12/2024,BOP,0.98,0.5,0.5,1,387,1.074,1212.62,194.1,1,Normal,302.63,1126.07
19/12/2024,Pekoe,0.96,1,0.5,1,162,1.042,1215.07,195.1,1,Normal,303.89,1141.81
20/12/2024,Pekoe,0.94,0.5,0.5,1,885,1.024,1185.07,190.3,1,Normal,305.67,1063.63
20/12/2024,Pekoe,0.88,1,1,1,467,1.047,1185.07,195.3,1,Normal,305.93,1167.35
22/12/2024,Pekoe,0.97,1,0.5,0,2352,0.988,1205.07,200.2,1,Normal,304.8,988.83
22/12/2024,Dust,0.82,1,0.5,1,5840,0.931,1040.52,191.3,1,Normal,304.61,889.79
23/12/2024,Dust1,0.94,0,1,0,5516,0.95,986.74,200.6,1,Normal,302.85,729.37
24/12/2024,Pekoe,0.85,1,0.5,0,4585,0.98,1125.07,191.8,1,Normal,304.93,904.24
24/12/2024,BOP,0.83,0.5,1,0.5,877,1.024,1242.62,195.1,1,Normal,304.26,1106.96
25/12/2024,Fanning1,0.86,1,0.5,0,6546,0.937,1053.74,195.7,1,Normal,303.31,822.25
26/12/2024,BOP,0.84,0.5,0.5,1,717,1.013,1212.62,192.2,1,Normal,304.71,1066.16
26/12/2024,Dust,0.91,0.5,0,0,874,1.015,1030.52,200.6,1,Normal,304.84,780.02
27/12/2024,BOP,0.93,0.5,1,1,5486,0.943,1172.62,202.3,1,Normal,302.48,992.94
27/12/2024,Dust,0.87,0.5,1,1,173,1.077,1010.52,188.1,1,Normal,305.56,995.5
28/12/2024,BOP,0.91,1,1,0.5,3926,0.964,1252.62,194.8,1,Normal,305.33,1087.59
28/12/2024,Dust1,0.93,1,0.5,1,840,1.027,986.74,197.7,1,Normal,304.16,930.73
30/12/2024,Pekoe,0.83,1,1,0,495,1.062,1125.07,199.7,1,Normal,302.77,1037.65
31/12/2024,Fanning1,0.9,0.5,0.5,1,161,1.044,1073.74,186.1,1,Normal,302.98,980.89
01/01/2025,Fanning1,0.92,1,1,1,5098,0.916,1062.19,123.9,1,Peak,306.36,930.1
01/01/2025,BOPF,0.86,1,1,0.5,586,1.001,1172.28,120.7,1,Peak,307.19,1093.12
02/01/2025,Dust,0.88,0.5,1,1,4200,0.965,1011.37,132.9,1,Peak,307.54,879.52
02/01/2025,Dust1,0.83,1,0.5,1,237,1.042,988.28,124.3,1,Peak,308.61,940.91
02/01/2025,Pekoe,0.9,0.5,1,0,6735,0.923,1091.46,123.9,1,Peak,309.25,838.9
03/01/2025,BOPF,0.82,0,1,0,929,1.018,1242.28,128.1,1,Peak,307.13,995.4
03/01/2025,BOP,0.88,1,1,0,7500,0.948,1177.64,116.4,1,Peak,309.54,976.47
03/01/2025,Pekoe,0.89,1,0,0.5,207,1.076,1111.46,134.6,1,Peak,308.59,989.69
04/01/2025,Pekoe,0.85,1,0.5,0.5,490,1.057,1181.46,133,1,Peak,309.26,1078.41
07/01/2025,Dust1,0.95,1,1,0,3758,0.95,998.28,134.4,1,Peak,306.08,835.72
09/01/2025,BOP,0.95,0.5,0.5,1,2981,0.99,1217.64,122.2,1,Peak,308.83,1041.73
09/01/2025,Dust1,0.84,1,0.5,1,7317,0.928,918.28,131.4,1,Peak,308.35,769.35
10/01/2025,BOPF,0.96,0.5,1,0,7182,0.913,1242.28,133.7,1,Peak,309.53,937.36
12/01/2025,Pekoe,0.83,0,1,0.5,4061,0.961,1181.46,128.5,1,Peak,306.17,930.8
12/01/2025,Fanning1,0.89,1,1,1,4510,0.979,1042.19,133.4,1,Peak,306.79,962.39
13/01/2025,BOP,0.9,0.5,0.5,0,3506,0.957,1177.64,127.5,1,Peak,309.33,889
13/01/2025,BOP,0.94,0.5,0.5,0,328,1.049,1227.64,119.7,1,Peak,308.77,1004.35
13/01/2025,BOP,0.87,0.5,1,0,3603,0.953,1227.64,131,1,Peak,307.64,977.72
13/01/2025,Dust1,0.88,0.5,0.5,0,151,1.053,958.28,127.5,1,Peak,308.35,781.98
13/01/2025,Fanning1,0.95,1,0.5,0,6971,0.922,1042.19,129.3,1,Peak,306.55,787.07
14/01/2025,Fanning1,0.97,0.5,1,0,6264,0.917,1062.19,126.7,1,Peak,309.88,811.74
14/01/2025,BOPF,0.9,0.5,0.5,0.5,600,1.024,1212.28,117.9,1,Peak,306.76,1033.35
14/01/2025,Pekoe,0.87,1,0,0,3332,0.976,1091.46,124.3,1,Peak,307.98,843.41
15/01/2025,Dust1,0.92,1,0.5,0.5,478,1.048,918.28,128.9,1,Peak,307.43,829.69
15/01/2025,Pekoe,0.91,0.5,1,1,1581,0.994,1131.46,123.8,1,Peak,309.39,1018.94
15/01/2025,Dust,0.97,1,0.5,0.5,903,1.009,961.37,118.5,1,Peak,307.48,836.72
16/01/2025,Fanning1,0.96,0.5,1,1,3392,0.971,1062.19,125.5,1,Peak,308.4,935.9
16/01/2025,Fanning1,0.91,0.5,1,1,626,1.026,1092.19,115.9,1,Peak,309.54,1011.55
17/01/2025,Pekoe,0.92,1,1,0,4021,0.955,1171.46,124.4,1,Peak,307.5,980.23
17/01/2025,Dust,0.91,0.5,0.5,0,4832,0.976,1001.37,124.9,1,Peak,306.87,766.44
17/01/2025,Dust,0.86,1,0.5,0.5,327,1.053,1011.37,118.1,1,Peak,307.35,925.91
17/01/2025,Dust1,0.87,1,1,1,1155,0.997,988.28,122.4,1,Peak,308.19,933.87
17/01/2025,BOP,0.83,1,1,1,1512,0.984,1207.64,119.6,1,Peak,309.99,1141.09
19/01/2025,Dust,0.82,1,0.5,0.5,307,1.054,1011.37,129.8,1,Peak,309.96,937.86
19/01/2025,Pekoe,0.94,1,0.5,0,2479,0.996,1131.46,119.6,1,Peak,309.38,944.86
20/01/2025,Dust1,0.89,1,1,0,4511,0.974,1008.28,123.4,1,Peak,307.42,853.16
